-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 03/31/2024 
Location: Latitude  37.5295   Longitude -77.4235 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 60.8 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE               MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN
2021,1,20,3.39,3.48,0.7,243.47,58.65,60.84,6.77,0.07,0.38,3.02,-0.68,1.17,2.13,8.26,7.18,-1.08
2021,1,21,2.87,3.36,0.59,264.24,51.83,60.74,6.23,0.06,0.33,3.23,1.05,2.14,2.9,12.88,10.3,-2.58
2021,1,22,3.13,3.56,0.64,249.28,55.31,63.26,6.64,0.08,0.38,3.49,1.02,2.26,3.21,12.55,10.93,-1.62
2021,1,23,3.78,3.73,0.77,213.22,64.67,64.54,7.47,0.08,0.42,-1.81,-5.4,-3.6,-1.89,7.47,2.38,-5.08
2021,1,24,3.1,3.57,0.62,257.48,55.11,63.57,6.74,0.08,0.4,-0.82,-5.24,-3.02,-0.82,9.87,4.71,-5.16
2021,1,25,0.95,3.09,0.19,303.37,18.67,55.77,2.73,0.03,0.16,1.72,0.76,1.24,1.73,4.74,4.2,-0.53
2021,1,26,1.52,3.42,0.3,311.6,29.03,63.62,3.94,0.05,0.27,2.57,2.32,2.44,2.61,2.63,3.69,1.05
2021,1,27,1.9,3.49,0.37,306.13,34.73,61.94,4.69,0.07,0.34,2.94,1.2,2.07,2.85,7.6,6.91,-0.68
2021,1,28,3.57,3.84,0.69,240.46,62.55,67.76,7.5,0.09,0.46,-1.12,-4.48,-2.8,-1.17,6.26,1.6,-4.66
2021,1,29,3.92,3.92,0.75,205.78,67.12,67.91,7.77,0.08,0.41,-3.46,-7.77,-5.62,-3.45,6.58,0.51,-6.06
2021,1,30,3.56,3.91,0.67,232.02,61.74,68.13,7.41,0.08,0.41,-1.31,-6.09,-3.7,-1.66,8.56,3.49,-5.07
2021,1,31,0.49,3.6,0.09,295.8,9.62,66.08,1.45,0.02,0.09,-0.64,-1.3,-0.97,-0.69,3.38,0.52,-2.85
2021,2,1,0.93,3.65,0.17,298.77,18.02,65.3,2.64,0.03,0.17,-1.22,-1.89,-1.56,-1.27,2.39,0.07,-2.31
2021,2,2,1.96,3.77,0.36,290.06,36.39,67.46,4.93,0.05,0.26,-0.66,-2.08,-1.37,-0.95,3.91,1.74,-2.18
2021,2,3,3.34,4.0,0.61,252.8,58.28,70.16,7.16,0.07,0.38,-0.17,-2.94,-1.55,-0.46,8.15,4.44,-3.71
2021,2,4,4.15,4.22,0.75,234.07,71.21,72.86,8.47,0.09,0.45,0.57,-3.08,-1.25,0.04,12.88,7.92,-4.96
2021,2,5,2.91,3.84,0.52,285.98,52.98,69.46,6.83,0.09,0.45,3.8,2.33,3.06,3.52,10.88,10.02,-0.86
2021,2,6,3.74,4.16,0.66,263.34,65.72,73.62,8.02,0.1,0.51,3.64,-0.08,1.78,3.23,13.2,10.48,-2.72
2021,2,7,1.83,4.01,0.32,289.52,34.12,72.92,4.54,0.06,0.32,1.4,0.45,0.93,1.08,10.85,5.99,-4.87
2021,2,8,4.1,4.19,0.71,233.8,71.52,73.63,8.45,0.11,0.55,-1.27,-3.97,-2.62,-1.49,11.58,5.51,-6.07
2021,2,9,3.01,3.97,0.52,292.97,55.12,72.72,6.88,0.09,0.46,3.73,2.79,3.26,3.07,12.63,10.75,-1.88
2021,2,10,1.77,3.96,0.3,304.45,32.84,71.27,4.42,0.06,0.29,3.16,1.34,2.25,3.33,7.59,7.12,-0.46
2021,2,11,0.6,3.65,0.1,305.0,12.0,66.32,1.8,0.03,0.14,1.8,1.12,1.47,1.87,3.68,3.4,-0.28
2021,2,12,1.04,3.96,0.17,291.07,20.52,72.08,3.0,0.05,0.26,-0.89,-2.39,-1.64,-0.76,2.52,0.55,-1.98
2021,2,13,0.88,4.16,0.15,291.45,17.84,78.52,2.7,0.05,0.27,-1.42,-2.28,-1.85,-1.35,1.58,-0.46,-2.04
2021,2,14,1.51,4.11,0.25,293.27,29.93,76.21,4.36,0.09,0.49,-0.52,-1.06,-0.79,-0.49,3.43,1.01,-2.42
2021,2,15,1.02,4.11,0.16,306.48,20.27,76.35,2.97,0.06,0.33,1.2,0.68,0.94,1.05,4.66,3.49,-1.17
2021,2,16,2.48,4.39,0.4,298.37,46.08,80.0,6.27,0.12,0.62,3.87,2.12,2.99,3.73,11.52,8.6,-2.92
2021,2,17,4.34,4.55,0.69,242.27,76.96,81.05,9.26,0.15,0.75,-1.33,-4.85,-3.09,-1.09,8.72,4.12,-4.6
2021,2,18,0.97,4.15,0.15,301.03,19.6,77.35,2.9,0.05,0.27,-0.67,-1.65,-1.16,-0.57,3.75,1.5,-2.25
2021,2,19,1.68,4.25,0.26,290.32,32.7,77.73,4.66,0.09,0.45,-0.9,-1.57,-1.24,-1.09,7.32,2.68,-4.64
2021,2,20,4.64,4.88,0.72,218.91,80.6,85.04,9.75,0.16,0.77,-2.96,-5.77,-4.36,-3.45,7.94,1.44,-6.49
2021,2,21,4.75,4.97,0.73,222.58,83.21,87.2,10.09,0.16,0.8,-2.11,-5.61,-3.86,-2.6,10.91,3.73,-7.18
2021,2,22,1.16,4.66,0.17,279.69,23.68,86.4,3.45,0.06,0.34,0.16,-0.42,-0.13,-0.1,7.7,4.18,-3.52
2021,2,23,4.95,4.91,0.74,254.83,89.14,88.9,10.77,0.16,0.78,4.48,2.8,3.64,4.11,14.68,12.59,-2.09
2021,2,24,4.92,5.04,0.73,260.8,87.52,90.0,10.72,0.17,0.84,8.31,5.52,6.91,7.3,15.7,15.98,0.3
2021,2,25,4.79,4.98,0.7,260.67,85.48,89.31,10.34,0.17,-999.0,7.65,3.48,5.56,7.36,11.93,12.95,1.02
2021,2,26,1.55,4.65,0.23,306.09,30.1,83.51,4.3,0.09,0.41,4.01,2.2,3.11,3.79,8.12,8.35,0.23
2021,2,27,1.6,4.55,0.23,330.48,32.77,86.05,4.74,0.09,0.45,7.15,6.55,6.85,7.15,7.59,10.76,3.17
2021,2,28,0.95,4.4,0.13,353.78,20.14,82.12,2.97,0.06,0.3,11.55,11.06,11.3,11.47,8.93,16.51,7.58
2021,3,1,1.11,4.72,0.16,333.88,22.75,88.0,3.41,0.07,0.36,11.88,10.05,10.97,11.55,13.48,16.83,3.35
2021,3,2,5.15,5.57,0.72,236.76,90.8,98.12,11.34,0.22,1.08,3.0,-2.61,0.19,3.12,10.24,8.34,-1.9
2021,3,3,5.0,5.4,0.7,248.7,88.64,95.91,11.02,0.19,-999.0,6.29,0.46,3.37,5.72,16.06,14.73,-1.33
2021,3,4,5.06,5.28,0.7,258.48,89.66,94.02,10.98,0.18,0.9,6.5,3.05,4.77,6.4,12.89,13.73,0.83
2021,3,5,5.84,5.79,0.8,219.83,101.16,100.59,12.36,0.2,0.98,1.0,-3.76,-1.38,1.06,10.8,6.92,-3.87
2021,3,6,5.49,5.66,0.74,233.4,96.01,99.08,11.84,0.19,0.95,2.4,-2.31,0.04,2.32,12.92,9.58,-3.34
2021,3,7,5.85,5.8,0.78,220.56,101.18,100.64,12.3,0.19,0.95,1.27,-3.48,-1.1,1.07,12.24,8.13,-4.11
2021,3,8,5.69,5.72,0.76,234.66,98.52,99.2,11.95,0.16,0.79,3.91,-2.26,0.83,3.02,15.17,11.93,-3.25
2021,3,9,5.18,5.44,0.68,275.12,91.93,96.82,11.2,0.17,0.85,9.13,4.86,6.99,8.68,20.48,19.4,-1.07
2021,3,10,5.56,5.54,0.73,273.36,97.34,97.34,11.78,0.21,1.03,13.23,8.6,10.91,12.38,14.58,21.53,6.95
2021,3,11,5.68,5.71,0.73,291.63,103.0,103.76,12.68,0.24,1.2,14.01,11.0,12.5,13.78,12.7,21.02,8.32
2021,3,12,2.41,5.21,0.31,342.82,47.68,97.84,6.66,0.14,0.7,15.11,13.19,14.15,14.91,10.95,21.62,10.67
2021,3,13,3.99,5.88,0.51,299.26,72.82,105.2,9.85,0.23,1.23,10.27,4.37,7.32,10.17,10.68,15.84,5.16
2021,3,14,4.81,5.91,0.6,282.18,86.41,105.13,11.12,0.24,1.25,8.98,3.9,6.44,8.74,15.05,16.05,1.0
2021,3,15,5.15,6.19,0.64,267.91,91.84,109.45,11.87,0.25,1.27,4.34,-2.48,0.93,4.65,11.23,9.98,-1.24
2021,3,16,1.44,5.64,0.18,315.01,29.56,104.33,4.41,0.09,0.47,4.24,2.99,3.62,4.52,5.85,6.8,0.94
2021,3,17,1.8,5.85,0.22,328.25,36.12,107.34,5.33,0.12,0.59,7.95,6.87,7.41,8.2,7.23,11.74,4.52
2021,3,18,1.32,5.43,0.16,354.18,27.64,102.04,4.1,0.09,0.45,13.01,12.23,12.62,13.0,12.16,19.94,7.78
2021,3,19,4.22,5.9,0.51,286.29,75.95,105.25,9.66,0.19,0.93,5.24,0.62,2.93,5.25,8.12,8.87,0.75
2021,3,20,6.17,6.34,0.74,243.9,107.46,110.36,13.3,0.24,1.2,4.01,-0.07,1.98,4.05,12.93,11.58,-1.35
2021,3,21,6.27,6.26,0.75,254.16,110.98,111.02,13.57,0.23,1.18,6.01,1.73,3.87,5.8,18.23,15.75,-2.49
2021,3,22,6.11,6.24,0.72,279.77,112.15,114.36,14.0,0.28,1.38,8.76,6.4,7.58,8.87,16.83,17.63,0.8
2021,3,23,3.18,6.0,0.38,334.34,61.82,112.3,8.62,0.2,1.05,11.51,10.22,10.87,11.57,11.45,17.4,5.94
2021,3,24,1.41,5.87,0.16,347.55,29.59,112.06,4.45,0.1,0.52,12.05,11.79,11.92,11.95,5.41,15.44,10.02
2021,3,25,3.38,5.74,0.39,354.38,66.46,107.69,8.96,0.2,1.01,16.5,15.29,15.9,16.39,11.54,21.55,10.01
2021,3,26,5.56,6.09,0.64,354.28,105.09,114.98,13.33,0.3,1.48,19.39,16.37,17.87,19.12,12.77,25.26,12.5
2021,3,27,4.91,6.12,0.56,329.38,91.15,112.43,11.66,0.25,1.24,14.95,12.13,13.54,15.05,12.96,21.61,8.65
2021,3,28,2.54,5.64,0.29,367.05,50.74,105.84,7.01,0.16,0.78,16.71,14.8,15.76,16.44,13.62,22.65,9.04
2021,3,29,6.64,6.89,0.75,256.15,118.78,122.97,15.08,0.3,-999.0,9.38,2.21,5.8,9.12,11.99,16.01,4.01
2021,3,30,6.78,6.76,0.76,282.18,123.02,122.66,15.38,0.3,1.47,11.92,8.14,10.03,11.93,16.55,19.65,3.1
2021,3,31,1.79,5.99,0.2,359.62,36.7,113.09,5.31,0.11,0.55,16.35,15.61,15.98,16.19,9.95,21.05,11.1
2021,4,1,4.16,6.62,0.46,311.09,74.52,117.59,9.98,0.22,1.09,7.61,2.6,5.11,7.81,11.27,12.04,0.77
2021,4,2,6.95,7.1,0.76,226.46,120.84,123.16,15.24,0.23,1.12,1.99,-4.63,-1.31,2.26,9.33,7.44,-1.89
2021,4,3,7.03,7.05,0.77,242.48,123.63,123.66,15.44,0.23,1.15,4.56,-2.47,1.05,4.8,16.7,12.64,-4.06
2021,4,4,6.58,6.73,0.71,288.2,119.35,121.51,15.07,0.26,1.27,11.12,6.73,8.93,11.08,20.06,21.39,1.33
2021,4,5,6.74,6.85,0.73,294.04,122.72,124.36,15.48,0.3,1.48,13.23,7.02,10.12,13.01,17.04,21.41,4.37
2021,4,6,6.55,6.65,0.7,312.38,120.48,121.98,15.14,0.3,1.48,16.82,11.1,13.96,16.58,15.86,25.34,9.48
2021,4,7,6.07,6.57,0.64,329.45,111.57,120.16,14.12,0.27,1.32,18.56,13.55,16.05,18.09,15.77,26.8,11.03
2021,4,8,6.28,6.61,0.66,329.24,116.0,121.58,14.68,0.28,1.41,15.24,11.42,13.33,15.35,9.87,21.1,11.23
2021,4,9,4.22,6.44,0.45,369.49,80.95,120.2,10.77,0.22,1.09,17.23,14.78,16.01,17.4,12.05,23.73,11.69
2021,4,10,4.81,6.53,0.5,368.13,91.88,122.41,12.23,0.24,1.23,18.81,15.53,17.17,18.73,11.77,24.63,12.87
2021,4,11,5.88,6.97,0.61,354.39,110.6,129.25,14.58,0.32,1.59,19.24,15.58,17.4,19.23,9.92,24.45,14.54
2021,4,12,3.92,7.11,0.41,335.88,74.98,131.45,10.09,0.2,1.04,15.78,12.09,13.94,15.73,9.97,21.3,11.33
2021,4,13,5.83,7.12,0.59,338.22,109.78,132.16,14.48,0.29,1.46,14.16,10.94,12.55,14.27,11.6,20.27,8.67
2021,4,14,3.97,6.84,0.41,351.71,77.51,127.58,10.5,0.22,1.1,15.15,12.63,13.89,15.29,13.06,21.38,8.31
2021,4,15,3.94,6.98,0.4,344.78,76.3,128.34,10.49,0.23,1.18,14.15,9.71,11.93,14.26,11.88,18.76,6.88
2021,4,16,6.95,7.52,0.7,284.58,126.89,136.0,16.42,0.31,1.55,10.73,5.19,7.96,10.92,13.79,17.58,3.8
2021,4,17,5.97,7.29,0.6,310.48,109.74,131.59,14.31,0.28,1.43,11.62,6.62,9.12,11.3,13.4,17.37,3.98
2021,4,18,5.45,7.24,0.55,323.51,100.95,131.79,13.23,0.27,1.35,13.65,8.62,11.13,13.83,12.5,19.58,7.08
2021,4,19,3.15,6.91,0.31,327.5,61.94,126.27,8.32,0.16,-999.0,12.45,8.9,10.67,12.11,9.0,17.13,8.13
2021,4,20,7.36,7.51,0.73,295.39,133.27,135.65,16.94,0.33,-999.0,14.5,9.41,11.96,14.51,16.32,22.14,5.81
2021,4,21,5.89,7.13,0.58,299.36,107.51,128.78,13.71,0.27,1.38,12.87,7.32,10.09,12.8,16.03,20.38,4.35
2021,4,22,6.13,7.63,0.6,269.13,109.49,134.23,14.27,0.29,1.47,6.61,-0.1,3.26,6.88,12.35,12.55,0.2
2021,4,23,6.64,7.66,0.65,274.74,119.48,136.02,15.4,0.27,1.39,8.48,2.5,5.49,8.58,14.51,15.24,0.73
2021,4,24,3.41,7.23,0.33,319.19,67.55,133.26,9.23,0.2,0.98,10.98,7.38,9.18,10.48,10.45,15.79,5.33
2021,4,25,4.64,7.55,0.45,343.46,89.0,139.98,12.4,0.28,1.4,13.24,9.94,11.58,13.34,9.9,18.63,8.74
2021,4,26,7.78,7.81,0.75,289.5,142.29,142.19,18.11,0.35,1.73,13.26,6.44,9.84,13.14,14.71,20.56,5.85
2021,4,27,7.4,7.59,0.71,328.18,138.13,140.84,17.59,0.35,1.75,18.17,13.62,15.9,18.1,17.48,26.64,9.16
2021,4,28,6.73,7.39,0.64,364.61,126.62,137.77,16.3,0.35,1.77,21.42,17.6,19.51,21.33,12.84,27.99,15.15
2021,4,29,5.19,6.94,0.49,393.8,99.41,129.73,12.95,0.32,1.6,22.87,18.87,20.87,22.73,10.01,28.3,18.29
2021,4,30,7.68,7.97,0.73,326.8,141.03,145.36,18.13,0.42,2.11,17.98,10.44,14.21,17.84,12.4,22.19,9.79
2021,5,1,8.35,8.34,0.79,267.59,149.52,148.37,19.23,0.4,1.97,12.43,2.53,7.48,12.56,13.79,19.4,5.61
2021,5,2,6.74,7.77,0.63,336.41,126.81,144.23,16.7,0.38,1.88,17.23,11.9,14.57,17.22,16.64,25.34,8.7
2021,5,3,3.25,6.81,0.3,389.3,66.88,128.69,9.15,0.2,1.04,20.8,18.86,19.83,20.76,9.55,26.4,16.86
2021,5,4,6.54,7.35,0.61,377.18,125.62,139.58,16.29,0.39,1.96,22.8,20.28,21.54,22.77,9.77,27.87,18.09
2021,5,5,6.75,7.44,0.62,374.16,129.27,140.91,16.75,0.41,2.02,21.83,17.6,19.72,21.78,13.94,27.74,13.81
2021,5,6,8.1,8.26,0.75,287.93,147.16,148.77,18.9,0.44,2.22,13.84,5.86,9.85,13.74,11.42,19.24,7.82
2021,5,7,3.48,7.76,0.32,320.81,69.88,142.15,9.84,0.21,1.05,11.82,8.04,9.93,11.23,9.3,16.83,7.53
2021,5,8,7.21,8.09,0.66,297.26,131.11,145.34,16.88,0.31,1.56,12.42,5.95,9.19,12.51,13.76,19.55,5.8
2021,5,9,6.2,7.84,0.57,343.37,117.56,145.3,15.8,0.33,1.65,15.53,8.95,12.24,15.51,16.13,22.57,6.44
2021,5,10,3.44,7.3,0.31,353.04,68.37,135.97,9.19,0.2,1.01,16.19,12.13,14.15,16.3,9.56,20.05,10.48
2021,5,11,6.87,8.04,0.62,331.66,127.76,147.52,16.73,0.4,2.0,15.03,8.22,11.62,15.23,13.2,20.83,7.63
2021,5,12,3.85,8.16,0.35,318.09,74.25,148.93,10.29,0.23,1.16,12.83,3.69,8.26,12.0,7.71,16.8,9.09
2021,5,13,7.61,8.32,0.7,298.29,140.0,151.23,18.03,0.41,2.03,14.1,5.95,10.02,13.73,14.02,21.07,7.05
2021,5,14,5.7,8.23,0.52,313.52,105.16,149.46,13.85,0.28,1.39,15.66,5.63,10.65,14.79,16.41,22.34,5.94
2021,5,15,7.49,8.25,0.68,310.3,137.11,150.02,17.61,0.37,1.8,17.14,7.28,12.21,16.52,15.69,24.24,8.55
2021,5,16,4.19,8.0,0.38,347.6,81.17,147.63,11.09,0.24,1.2,16.22,9.41,12.82,16.44,14.59,23.44,8.84
2021,5,17,6.18,8.03,0.55,347.85,118.02,150.19,15.7,0.34,1.7,17.64,10.92,14.28,17.4,11.53,23.37,11.83
2021,5,18,7.84,8.28,0.7,331.78,146.66,153.42,19.0,0.41,2.01,18.7,11.15,14.92,18.97,14.1,26.16,12.06
2021,5,19,8.25,8.28,0.73,324.21,153.28,152.63,19.49,0.4,1.99,20.73,12.38,16.56,20.56,17.17,28.61,11.44
2021,5,20,7.36,7.81,0.66,340.8,135.8,142.98,17.02,0.34,1.7,22.09,12.8,17.44,22.23,17.45,31.27,13.82
2021,5,21,8.28,8.3,0.73,318.73,153.66,152.85,19.52,0.41,2.02,19.83,11.06,15.45,20.08,15.54,28.11,12.57
2021,5,22,6.09,7.81,0.54,362.39,114.84,144.34,14.95,0.33,1.66,22.69,13.65,18.16,22.82,19.94,32.48,12.54
2021,5,23,6.4,7.66,0.57,390.29,122.39,143.85,15.85,0.38,1.9,25.51,16.62,21.06,25.69,15.51,33.09,17.58
2021,5,24,4.61,7.17,0.41,397.1,91.17,135.87,12.05,0.29,1.44,21.17,16.55,18.86,21.26,7.25,23.17,15.93
2021,5,25,5.76,7.5,0.51,388.93,111.99,142.83,14.62,0.38,1.93,22.32,17.1,19.71,22.95,14.96,30.08,15.12
2021,5,26,6.63,7.38,0.59,396.26,126.95,139.66,16.19,0.41,2.06,26.76,19.59,23.18,27.04,15.11,34.46,19.35
2021,5,27,7.67,8.11,0.67,372.69,146.29,153.18,18.92,0.47,2.36,26.29,16.93,21.61,26.33,12.62,32.12,19.5
2021,5,28,5.51,7.59,0.48,403.27,107.05,143.38,14.27,0.35,1.77,25.95,18.23,22.09,26.32,14.26,33.55,19.3
2021,5,29,1.78,7.56,0.16,374.99,38.57,142.56,5.63,0.13,0.68,17.16,14.97,16.06,17.31,11.02,21.94,10.93
2021,5,30,2.76,8.21,0.24,349.5,56.39,154.49,8.35,0.2,1.01,12.16,9.0,10.58,12.39,7.55,17.01,9.45
2021,5,31,7.09,8.26,0.62,327.46,132.45,152.51,17.16,0.37,1.85,16.42,10.12,13.27,16.69,16.44,24.21,7.77
2021,6,1,6.55,8.31,0.57,356.66,123.89,154.08,16.46,0.38,1.89,19.59,13.59,16.59,19.97,15.9,26.78,10.88
2021,6,2,5.55,8.04,0.48,386.41,108.31,151.77,14.67,0.37,1.84,21.15,16.19,18.68,21.48,12.3,27.55,15.26
2021,6,3,3.88,7.81,0.34,401.95,78.61,149.96,11.05,0.29,1.43,22.39,20.19,21.29,22.48,7.2,26.55,19.34
2021,6,4,5.17,7.85,0.45,384.74,100.78,149.01,13.52,0.34,1.73,23.51,19.35,21.43,23.32,10.3,29.48,19.18
2021,6,5,8.01,8.17,0.7,365.62,151.79,153.7,19.29,0.43,2.13,25.11,17.36,21.23,25.41,15.67,32.61,16.93
2021,6,6,7.88,8.12,0.69,389.26,150.33,153.62,19.2,0.44,2.2,26.76,20.28,23.52,27.15,15.22,34.14,18.92
2021,6,7,6.4,7.76,0.55,404.84,125.2,149.91,16.36,0.39,1.95,26.07,21.78,23.93,26.37,9.38,31.03,21.65
2021,6,8,6.03,7.58,0.52,405.55,117.56,145.33,15.37,0.38,1.88,26.99,21.73,24.36,27.23,9.46,31.92,22.47
2021,6,9,4.17,7.36,0.36,409.54,81.99,140.8,10.87,0.27,1.33,26.87,22.01,24.44,26.94,9.73,32.52,22.79
2021,6,10,4.4,7.58,0.38,415.75,88.82,146.75,12.32,0.31,1.56,25.42,22.08,23.75,25.46,8.8,30.62,21.83
2021,6,11,3.15,7.4,0.27,422.46,64.94,142.2,9.17,0.23,1.14,24.39,21.92,23.15,24.63,7.88,29.03,21.15
2021,6,12,2.13,7.31,0.19,404.53,44.46,137.89,6.4,0.16,0.79,22.74,19.68,21.21,23.11,8.3,27.37,19.07
2021,6,13,7.33,8.19,0.63,386.93,140.96,156.02,18.4,0.46,2.33,23.69,17.68,20.68,24.25,12.89,30.26,17.37
